# Rime user dictionary
#@/db_name	flypy_flypy
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	10994
#@/user_id	d6af5fc8-5554-4ac5-acd2-c29a134afb1d
aa[ek 	阿	c=1 d=1 t=6286
gc[wk iu[vk 	高出	c=1 d=1 t=9397
gc[wk ll[wj 	高亮	c=2 d=1.91393 t=9129
gc[wk pg[on 	高鵬	c=8 d=3.09276 t=10027
gc[wk qk[do 	高清	c=1 d=1 t=587
gc[wk su[zu 	高速	c=2 d=1.42956 t=7066
gc[wk xt[pm ya[id 	高血壓	c=2 d=1.9802 t=7225
gc[wk yu[al 	高於	c=1 d=1 t=8091
gd[jw 	改	c=37 d=2.96276 t=10257
gd[jw ds[el 	改動	c=3 d=1.98161 t=1499
gd[jw kr[ur 	改款	c=1 d=1 t=10622
gd[jw vl[dy 	改裝	c=2 d=1 t=7682
gd[mv lv[wu 	概率	c=2 d=1 t=10420
gd[mv nm[rx 	概念	c=1 d=1 t=4090
gd[ym zi[va 	蓋子	c=1 d=1 t=459
gd[yr 	該	c=10 d=2.42855 t=9906
ge[dk 	哥	c=1 d=1 t=7609
ge[el 	隔	c=1 d=1 t=10846
ge[mk ui[yg 	格式	c=2 d=1.91393 t=10254
ge[rl 	個	c=17 d=1.50007 t=10040
ge[rl rf[pn 	個人	c=2 d=1 t=7286
ge[rl rf[pn yh[yl lc[lb jb[ra 	個人養老金	c=1 d=1 t=313
ge[rl ww[rl uu[mw 	個位數	c=1 d=1 t=9002
ge[rl yt[ka 	個月	c=5 d=2.0168 t=5741
ge[wk fh[dw mm[aa 	各方面	c=1 d=1 t=8973
ge[wk ww[rl 	各位	c=2 d=1 t=10071
ge[wk ww[rl hc[nz 	各位好	c=4 d=1 t=9986
ge[wk xl[gr 	各項	c=1 d=1 t=8110
gf[mg bf[aa 	根本	c=4 d=1.00003 t=9518
gf[mg ju[fk 	根據	c=1 d=1 t=9545
gf[mg yr[dx 	根源	c=2 d=1 t=8561
gf[zg 	跟	c=18 d=1.00602 t=9037
gg[an 	更	c=8 d=1.48432 t=10021
gg[an da[un 	更大	c=2 d=1.00592 t=6087
gg[an do[xx 	更多	c=2 d=1.00159 t=6360
gg[an nj[yf 	更難	c=1 d=1 t=4111
gg[an xb[lj 	更新	c=5 d=1.25795 t=10712
gg[an xn[ld 	更小	c=1 d=1 t=6518
gg[an zc[ou 	更早	c=0 d=0.1 t=8185
gg[an zc[ou vi[dn qm[bd 	更早之前	c=1 d=1 t=8186
gh[ds 	港	c=1 d=1 t=7698
gh[kd 	剛	c=17 d=1.90486 t=10126
gh[kd cd[ap 	剛纔	c=12 d=1.00002 t=9852
gh[kd gh[kd 	剛剛	c=2 d=1 t=7834
gh[kd hc[nz 	剛好	c=1 d=1 t=761
gh[kd ui[yg 	剛試	c=1 d=1 t=4531
gj[au 	幹	c=2 d=1 t=6864
gj[au ma[km 	幹嘛	c=1 d=1 t=10200
gj[au uf[ru me[ps 	幹什麼	c=1 d=1 t=4209
gj[tg 	趕	c=2 d=1.02411 t=6863
gj[tg jb[lx 	趕緊	c=3 d=1.00001 t=7507
gj[tg uh[la 	趕上	c=1 d=1 t=5315
gj[xx 	感	c=2 d=0.1 t=10934
gj[xx jt[xe 	感覺	c=18 d=1.11486 t=10569
gj[xx uz[py 	感受	c=0 d=0.1 t=10827
gj[xx uz[py bu[ad dc[ad 	感受不到	c=1 d=1 t=10828
gj[xx uz[py dc[ad 	感受到	c=1 d=1 t=10826
gj[xx vi[uk 	感知	c=5 d=1 t=10842
gj[xx vi[uk bu[ad ql[gi 	感知不強	c=1 d=1 t=3239
gj[xx vi[uk dc[ad 	感知到	c=1 d=1 t=8390
gj[xx xp[yc 	感謝	c=2 d=1.14227 t=2581
gj[ym ga[yl 	尷尬	c=2 d=1.23108 t=4177
gl[wp 	廣	c=1 d=1 t=4035
gl[wp bo[ft 	廣播	c=1 d=1 t=8444
gl[wp gc[nk 	廣告	c=5 d=3.59644 t=5353
gl[xw 	光	c=3 d=1.00006 t=4034
gl[xw bn[mx 	光標	c=1 d=1 t=8685
gl[zw gl[zw 	逛逛	c=1 d=1 t=2823
go[ln rj[ph 	果然	c=1 d=1 t=1389
go[zc 	過	c=21 d=1.67978 t=10745
go[zc ig[hw 	過程	c=10 d=1.00207 t=9463
go[zc jp[ce 	過節	c=2 d=1.99005 t=3141
go[zc ld[an 	過來	c=3 d=1.15612 t=9162
go[zc nm[pl 	過年	c=4 d=1 t=4994
go[zc qu[ts 	過去	c=4 d=1 t=10394
go[zc wj[be 	過完	c=1 d=1 t=6513
gr[bk fh[dw 	官方	c=3 d=1.6583 t=1445
gr[bk wh[kx 	官網	c=5 d=4.35515 t=1442
gr[bt bi[mc 	關閉	c=2 d=1.85642 t=10219
gr[bt dn[fu 	關掉	c=1 d=1 t=4664
gr[bt jm[jz 	關鍵	c=1 d=1 t=7873
gr[bt jm[jz ci[yk 	關鍵詞	c=15 d=1.915 t=9128
gr[bt lm[et 	關聯	c=2 d=1.82283 t=6417
gr[bt vu[dv 	關注	c=2 d=1.97045 t=9242
gr[bt xi[px 	關係	c=5 d=1.00008 t=7951
gr[vk 	管	c=1 d=1 t=4397
gr[vk li[wl 	管理	c=2 d=1.00628 t=5132
gr[vk li[wl ve[lo 	管理者	c=1 d=1 t=86
gr[vk xu[gl 	管序	c=1 d=1 t=9241
gr[ye 	觀	c=1 d=1 t=1384
gr[ye wh[ww 	觀望	c=1 d=1 t=1383
gs[aa 	工	c=1 d=1 t=1011
gs[aa hv[rs 	工會	c=1 d=1 t=771
gs[aa ju[qb 	工具	c=2 d=1.11648 t=3482
gs[aa zi[dr 	工資	c=2 d=1.01682 t=863
gs[aa zo[rv 	工作	c=11 d=1.34996 t=10379
gs[bs li[la 	公里	c=1 d=1 t=2685
gs[bs po[dn 	公婆	c=1 d=1 t=4313
gs[bs si[vk 	公司	c=4 d=1 t=7663
gs[cb 	共	c=1 d=1 t=8083
gs[cb zo[yv 	共酢	c=1 d=1 t=932
gs[gl lv[wu 	功率	c=2 d=1.99005 t=7352
gs[gl ng[sb 	功能	c=17 d=1.34074 t=10957
gs[gw ji[ak 	攻擊	c=1 d=1 t=5253
gs[rb dm[lv 	供電	c=1 d=1 t=7443
gs[rb xu[ye 	供需	c=0 d=0.1 t=2167
gs[rb xu[ye gr[bt xi[px 	供需關係	c=1 d=1 t=2168
gu[ir 	顧	c=1 d=1 t=10320
gu[kk dk[br 	固定	c=2 d=1.00006 t=6843
gu[nk nl[nl 	姑娘	c=2 d=1.00001 t=9845
gu[rk ji[yu 	估計	c=12 d=1 t=10321
gu[uw 	故	c=2 d=1 t=4800
gu[uw ju[uk 	故居	c=1 d=1 t=6546
gu[uw vh[eu 	故障	c=39 d=1.33614 t=10653
gu[uw yi[lx 	故意	c=1 d=1 t=10210
gu[vj hd[zb 	箍還	c=1 d=1 t=6102
gv[fe ge[mk 	規格	c=2 d=1.85642 t=8930
gv[fe hx[gd 	規劃	c=1 d=1 t=10520
gv[fe lv[iy 	規律	c=1 d=1 t=6827
gv[fe mo[md 	規模	c=1 d=1 t=9765
gv[fe ze[kd 	規則	c=4 d=3.69044 t=1731
gv[le dh[me 	歸檔	c=1 d=1 t=2579
gv[zv 	跪	c=1 d=1 t=4958
gw[sk 	給	c=40 d=1.57441 t=10676
gw[sk ni[rx 	給你	c=4 d=1.01304 t=10953
gw[sk qm[jj 	給錢	c=2 d=1.24171 t=4287
gw[sk wo[pd 	給我	c=2 d=1.00409 t=8269
gx[ft 	掛	c=5 d=1 t=10920
gx[ft uh[la 	掛上	c=1 d=1 t=7900
gy[dy ds[el 	滾動	c=7 d=1.02182 t=9948
gz[bx 	夠	c=9 d=1.00069 t=8789
gz[ds ts[zy 	溝通	c=5 d=1 t=10648
gz[js 	鉤	c=1 d=1 t=7893
gz[ms jm[zy 	構建	c=18 d=3.04897 t=4717
gz[qk 	狗	c=2 d=1.01133 t=8788
ha[kk ha[kk 	哈哈	c=1 d=1 t=20
ha[kk ha[kk ha[kk 	哈哈哈	c=1 d=1 t=10816
hc[kv 	號	c=7 d=1.00006 t=10617
hc[lm ui[oc 	耗時	c=3 d=1.81075 t=2627
hc[nz 	好	c=67 d=3.65742 t=10990
hc[nz de[bu 	好的	c=2 d=1.72979 t=6800
hc[nz dm[lh 	好點	c=1 d=1 t=7935
hc[nz do[xx 	好多	c=2 d=1 t=7084
hc[nz iu[wb 	好處	c=2 d=1 t=8968
hc[nz ji[pv ci[dr 	好幾次	c=1 d=1 t=10748
hc[nz ji[pv ge[rl 	好幾個	c=0 d=0.1 t=744
hc[nz ji[pv ge[rl yt[ka 	好幾個月	c=1 d=1 t=745
hc[nz jq[pn 	好久	c=1 d=1 t=9136
hc[nz kj[uo 	好看	c=1 d=1 t=281
hc[nz vr[iv 	好轉	c=1 d=1 t=1222
hc[nz xl[rn 	好像	c=10 d=1.27625 t=10911
hc[te 	郝	c=1 d=1 t=5856
hc[wm wu[ay 	毫無	c=1 d=1 t=29
hd[dm ba[fd 	海拔	c=2 d=1.93707 t=8394
hd[ym 	醯	c=29 d=4.16592 t=10994
hd[zb 	還	c=51 d=2.14928 t=10960
hd[zb ba[fb 	還把	c=1 d=1 t=8586
hd[zb bu[ad ru[nk 	還不如	c=2 d=1.86071 t=8331
hd[zb dw[ic 	還得	c=2 d=1.00167 t=3329
hd[zb hc[nz 	還好	c=1 d=1 t=6081
hd[zb mw[dy 	還沒	c=1 d=1 t=8479
hd[zb mw[dy zz[tr 	還沒走	c=1 d=1 t=10111
hd[zb ng[sb 	還能	c=2 d=1 t=8255
hd[zb ui[or 	還是	c=65 d=2.68215 t=10588
hd[zb vf[ub yz[uo 	還真有	c=1 d=1 t=8707
hd[zb xk[ii 	還行	c=3 d=1 t=10266
hd[zb yc[xn 	還要	c=3 d=1.0003 t=9089
hd[zb yz[uo 	還有	c=6 d=1.00003 t=10817
hd[zb yz[uo mw[dy yz[uo 	還有沒有	c=1 d=1 t=10833
hd[zb yz[uo xp[ve 	還有些	c=1 d=1 t=8540
hd[zb zd[ut 	還在	c=1 d=1 t=10710
hd[zr zi[va 	孩子	c=1 d=1 t=10993
he[dn 	鶴	c=5 d=1.04801 t=2203
he[hk 	和	c=18 d=1.54516 t=10646
he[hk uh[xk 	和尚	c=1 d=1 t=2564
he[mr xb[dd 	核心	c=2 d=1.05642 t=6006
he[rk 	合	c=6 d=1.00003 t=5736
he[rk bk[bk 	合併	c=1 d=1 t=3515
he[rk gv[fe 	合規	c=1 d=1 t=5547
he[rk li[wl 	合理	c=2 d=1.32465 t=4493
he[rk ui[zk 	合適	c=2 d=1 t=7408
he[rk ve[yo 	合着	c=1 d=1 t=10547
he[rk zo[rv fh[dw 	合作方	c=1 d=1 t=3867
he[rm 	盒	c=1 d=1 t=4028
hf[bg ji[zd 	痕跡	c=3 d=1 t=8477
hf[ig 	很	c=15 d=1.29229 t=10527
hf[ig da[un 	很大	c=4 d=1.00002 t=10837
hf[ig do[xx 	很多	c=12 d=1 t=8838
hf[ig do[xx ci[dr 	很多次	c=1 d=1 t=6719
hf[ig dr[ua 	很短	c=1 d=1 t=7854
hf[ig gc[wk 	很高	c=2 d=1.9802 t=608
hf[ig hc[nz 	很好	c=1 d=1 t=8285
hf[ig jq[pn 	很久	c=2 d=1.91393 t=4241
hf[ig ka[ub 	很卡	c=1 d=1 t=578
hf[ig nj[yf 	很難	c=3 d=1.1028 t=3924
hf[ig uc[xp 	很少	c=1 d=1 t=1123
hf[ig xl[mx 	很想	c=1 d=1 t=2265
hf[qg hf[qg 	狠狠	c=1 d=1 t=4999
hg[mb xl[pk 	橫向	c=1 d=1 t=5077
hj[rk 	含	c=1 d=1 t=9534
hk[tb 	壞	c=6 d=1.99983 t=8263
hk[xb yi[br 	懷疑	c=1 d=1 t=9896
ho[bk mm[dv 	豁免	c=5 d=2.10915 t=5482
ho[cq de[ic 	獲得	c=1 d=1 t=5366
ho[cq qu[ey 	獲取	c=1 d=1 t=2597
ho[dk 	活	c=5 d=2.76501 t=9311
ho[dk ds[el 	活動	c=1 d=1 t=2911
ho[dr 	火	c=1 d=1 t=58
ho[dr go[jn 	火鍋	c=1 d=1 t=706
ho[ga 	或	c=6 d=1.06329 t=9177
ho[ga ve[lo 	或者	c=2 d=1 t=10265
hr[fd 	換	c=15 d=1 t=10976
hr[fd ig[wv 	換成	c=1 d=1 t=690
hr[sy cy[uz 	緩存	c=1 d=1 t=1187
hr[wb jk[te 	環境	c=2 d=1.99005 t=3044
hr[yr le[pd 	歡樂	c=1 d=1 t=1370
hr[zb 	還	c=1 d=1 t=4316
hs[sg bc[bs 	紅包	c=2 d=1.00118 t=5014
hu[aa xl[mo 	互相	c=1 d=1 t=5173
hu[hj 	虎	c=4 d=2.84956 t=10698
hu[mo ns[wc 	糊弄	c=4 d=2.3353 t=8012
hv[dk bc[fy 	彙報	c=1 d=1 t=10409
hv[dk zs[bx 	彙總	c=2 d=1.90937 t=3311
hv[kk 	回	c=10 d=0.414434 t=7125
hv[kk dc[ad 	回到	c=1 d=1 t=1334
hv[kk fu[xw 	回覆	c=9 d=1.00043 t=10031
hv[kk gy[dy 	回滾	c=3 d=1.00001 t=5681
hv[kk jx[bu 	回家	c=3 d=1.08958 t=10124
hv[kk jx[bu ii[kq 	回家喫	c=1 d=1 t=10103
hv[kk ld[an 	回來	c=4 d=1.00018 t=10535
hv[kk qu[ts 	回去	c=1 d=1 t=1983
hv[kk su[do 	回溯	c=14 d=1 t=10249
hv[kk tz[dd 	回頭	c=2 d=1 t=8468
hv[kk ui[al 	回事	c=1 d=1 t=10343
hv[oi 	暉	c=3 d=1.16117 t=1103
hv[rs 	會	c=48 d=3.3736 t=10883
hv[rs yi[yy 	會議	c=1 d=1 t=7995
hv[xh fu[pw 	恢復	c=18 d=2.5819 t=9841
hw[lh 	黑	c=1 d=1 t=7090
hw[lh he[rm 	黑盒	c=1 d=1 t=4026
hw[lh kl[mw 	黑框	c=1 d=1 t=8880
hx[ak 	畫	c=1 d=1 t=7702
hx[ak hx[ak 	畫畫	c=1 d=1 t=7701
hx[cb 	花	c=1 d=1 t=804
hx[cb qm[jj 	花錢	c=1 d=1 t=1283
hx[cb ug[pf ke[uj 	花生殼	c=1 d=1 t=8481
hx[ru 	華	c=2 d=1 t=10636
hx[ru ql[gi bw[lb 	華強北	c=3 d=2.93635 t=8314
hx[ru ww[dd 	華爲	c=2 d=1.91393 t=2419
hx[yk 	話	c=6 d=1.84638 t=5858
hx[yk ti[or 	話題	c=1 d=1 t=8855
hy[db 	混	c=1 d=1 t=4004
hz[pk 	後	c=15 d=1.78775 t=10273
hz[pk dr[le 	後端	c=14 d=3.46038 t=9838
hz[pk ld[an 	後來	c=2 d=1 t=7013
hz[pk mm[aa 	後面	c=15 d=1.00034 t=10540
hz[pk qi[qo 	後期	c=1 d=1 t=1749
hz[pk td[sk 	後臺	c=5 d=2.67223 t=9025
hz[pk tv[zg 	後退	c=1 d=1 t=3949
hz[pk uh[la 	後上	c=0 d=0.1 t=688
hz[pk xu[sd 	後續	c=5 d=1.5439 t=10000
hz[ru 	侯	c=1 d=1 t=5207
ia[fj 	插	c=2 d=1.42316 t=7439
ia[fj jm[rn 	插件	c=1 d=1 t=8693
ia[fj kz[la 	插口	c=2 d=1.97045 t=7251
ia[fj ru[pn 	插入	c=1 d=1 t=8247
ia[md 	查	c=14 d=1.00951 t=7835
ia[md bu[ad dc[ad 	查不到	c=1 d=1 t=7721
ia[md mk[oo 	查明	c=1 d=1 t=2311
ia[md uz[vw 	查收	c=2 d=1 t=7291
ia[md xy[yo 	查詢	c=10 d=5.74657 t=9092
ia[yg bu[ad do[xx 	差不多	c=4 d=1.00001 t=10615
ia[yg ju[zj 	差距	c=3 d=2.50803 t=5101
ia[yg yi[sc 	差異	c=1 d=1 t=2396
ic[do uj[de 	潮汕	c=1 d=1 t=705
ic[fu hx[rb 	抄化	c=1 d=1 t=5855
ic[fu ss[zt 	抄送	c=3 d=2.34541 t=2065
ic[tk 	超	c=7 d=1.08146 t=6487
ic[tk go[zc 	超過	c=3 d=1 t=9932
ic[tk hx[yk 	超話	c=4 d=1.00193 t=10640
ic[tk iu[vk 	超出	c=1 d=1 t=3811
ic[tk ui[oc 	超時	c=4 d=3.35724 t=5316
id[fi ff[bd 	拆分	c=1 d=1 t=6082
ie[al 	車	c=14 d=2.04957 t=10878
ie[al mf[dv 	車門	c=1 d=1 t=6975
ie[al yz[qy 	車猶	c=1 d=1 t=7674
ie[id di[gd 	徹底	c=1 d=1 t=6867
if[tp 	趁	c=1 d=1 t=289
ig[hw du[gy 	程度	c=3 d=1.0005 t=6508
ig[hw xu[gl 	程序	c=3 d=1.22004 t=10982
ig[vn dj[fd 	承擔	c=2 d=1.94176 t=4137
ig[vn rf[yr 	承認	c=1 d=1 t=7928
ig[wv 	成	c=11 d=1.00047 t=6462
ig[wv bf[aa 	成本	c=2 d=1 t=7187
ig[wv gs[gl 	成功	c=6 d=1.30456 t=9720
ig[wv gs[gl lv[wu 	成功率	c=1 d=1 t=7823
ig[wv ji[sr 	成績	c=1 d=1 t=90
ig[wv ww[dd 	成爲	c=1 d=1 t=3
ig[yi ui[bd 	誠實	c=1 d=1 t=7978
ih[ap 	廠	c=1 d=1 t=10274
ih[oo 	昌	c=5 d=1 t=6060
ih[oo to[rb 	昌佗	c=12 d=1.01764 t=4738
ih[pn 	長	c=7 d=1.00004 t=9976
ih[pn du[gy 	長度	c=1 d=1 t=2302
ih[pn jk[vr lu[gb 	長頸鹿	c=1 d=1 t=7310
ih[pn ma[va 	長馬	c=1 d=1 t=6993
ih[pn qi[qo 	長期	c=2 d=1.0067 t=10011
ih[tp jk[ox 	場景	c=3 d=1.0739 t=9357
ih[up ts[zy 	暢通	c=2 d=1 t=10282
ih[xj bw[wt 	常備	c=1 d=1 t=5937
ih[xj ui[yb 	常識	c=4 d=1.50409 t=9577
ih[xj ys[kl 	常用	c=1 d=1 t=3050
ih[xs ui[yg 	嘗試	c=3 d=1 t=9578
ii[dy 	池	c=3 d=1 t=8874
ii[fc jq[pn 	持久	c=1 d=1 t=7817
ii[fc xu[sd 	持續	c=6 d=1.68768 t=9991
ii[fc yz[uo 	持有	c=1 d=1 t=380
ii[kq 	喫	c=14 d=2.43515 t=10318
ii[kq dm[lh 	喫點	c=1 d=1 t=1195
ii[kq fj[uy 	喫飯	c=2 d=1 t=4190
ii[kq ge[rl 	喫個	c=1 d=1 t=298
ii[kq le[vl 	喫了	c=1 d=1 t=7559
ii[kq le[vl ge[rl 	喫了個	c=1 d=1 t=712
ij[lp pb[kk 	產品	c=11 d=1.99015 t=7521
ij[lp ug[pf 	產生	c=1 d=1 t=3477
ij[ml uu[zu 	闡述	c=1 d=1 t=8975
il[bw 	窗	c=1 d=1 t=10190
il[bw hu[du 	窗戶	c=1 d=1 t=7036
il[gm 	牀	c=1 d=1 t=5579
il[rd jm[zy 	創建	c=6 d=1.13134 t=10566
ir[by tz[zn li[vp 	穿透力	c=1 d=1 t=6939
ir[ll 	串	c=1 d=1 t=7562
ir[rv 	傳	c=2 d=1 t=5622
ir[rv bo[ft 	傳播	c=1 d=1 t=697
ir[rv da[zd 	傳達	c=1 d=1 t=7534
ir[rv uo[ye 	傳說	c=1 d=1 t=41
ir[vk 	船	c=1 d=1.00002 t=2438
is[dv 	衝	c=1 d=1 t=7256
is[dv tu[bq 	衝突	c=4 d=2.84717 t=3509
is[pa fu[pw 	重複	c=1 d=1 t=3448
is[pa jm[zy 	重建	c=1 d=1 t=10790
is[pa qi[hk 	重啓	c=25 d=1.07791 t=10737
is[pa xb[lj 	重新	c=6 d=1.00647 t=8799
is[we 	充	c=1 d=1 t=7257
is[we dm[lv 	充電	c=5 d=1.53362 t=7447
is[we dm[lv qi[kk 	充電器	c=7 d=1.04635 t=8882
is[we dm[lv tz[dd 	充電頭	c=2 d=1.01051 t=8262
is[we dm[lv xm[sj 	充電線	c=2 d=1.61878 t=7544
is[we ff[bd 	充分	c=1 d=1 t=5461
is[we mj[dl 	充滿	c=1 d=1 t=17
is[we zu[kr 	充足	c=1 d=1 t=5435
iu[di fa[vd 	觸發	c=3 d=1 t=10202
iu[di pk[uk 	觸屏	c=1 d=1 t=1325
iu[eh 	除	c=2 d=1 t=7811
iu[eh le[vl 	除了	c=1 d=1 t=1505
iu[eh xi[pd 	除夕	c=5 d=2.09649 t=8173
iu[vk 	出	c=9 d=1.00052 t=10683
iu[vk dm[lh qm[jj 	出點錢	c=1 d=1 t=3957
iu[vk fa[vd 	出發	c=1 d=1 t=393
iu[vk ld[an 	出來	c=10 d=1.03271 t=10777
iu[vk qu[ts 	出去	c=2 d=1.17907 t=2822
iu[vk wf[mk ti[or 	出問題	c=1 d=1 t=9277
iu[vk xm[we 	出現	c=20 d=1.839 t=10800
iu[wb li[wl 	處理	c=20 d=2.41149 t=8352
iu[wb vi[sq 	處置	c=9 d=1.00099 t=10431
iy[fo 	春	c=1 d=1 t=6066
iy[fo jp[ce 	春節	c=20 d=1.00007 t=10386
iy[fo wj[ov 	春晚	c=2 d=1.83946 t=6608
iy[fo wu[av 	春武	c=1 d=1 t=6091
iy[st 	純	c=1 d=1 t=3030
iy[st cv[mu 	純粹	c=1 d=1 t=7916
iy[st uu[uy 	純屬	c=1 d=1 t=1763
iz[fy iu[vk ld[an 	抽出來	c=1 d=1 t=476
jb[id ke[dk ng[sb 	儘可能	c=1 d=1 t=6358
jb[id kk[xg 	儘快	c=4 d=1.00489 t=8235
jb[id ll[dl 	儘量	c=1 d=1 t=5751
jb[lx ji[dx 	緊急	c=8 d=2.9745 t=6515
jb[mx vi[la 	禁止	c=1 d=1 t=3152
jb[mx ys[kl 	禁用	c=3 d=2.95072 t=5234
jb[rv nm[pl 	今年	c=3 d=1 t=10518
jb[rv tm[ad 	今天	c=42 d=3.44175 t=10366
jb[rv wj[ov 	今晚	c=1 d=1 t=6740
jb[ry 	僅	c=2 d=1 t=9908
jb[ta 	墐	c=1 d=1 t=5837
jb[vl 	勁	c=1 d=1 t=34
jb[zj 	近	c=1 d=1 t=5049
jb[zj 	進	c=3 d=1.93239 t=7640
jb[zj du[gy 	進度	c=2 d=1.00257 t=10059
jb[zj ig[hw 	進程	c=2 d=1.86936 t=5072
jb[zj ld[an 	進來	c=3 d=1 t=8581
jb[zj qi[qo 	近期	c=1 d=1 t=2326
jb[zj qu[ts 	進去	c=3 d=1 t=8733
jb[zj ru[pn 	進入	c=1 d=1 t=1737
jb[zj vj[un 	進展	c=2 d=1 t=10442
ji[co 	藉	c=2 d=1.99501 t=1394
ji[dw gl[xw 	激光	c=1 d=1 t=7048
ji[fy 	技	c=1 d=1 t=10534
ji[fy uu[md 	技術	c=5 d=1.46767 t=10673
ji[ge 	即	c=6 d=1.12481 t=10473
ji[ge bm[rg 	即便	c=1 d=1 t=5905
ji[ge ke[dk 	即可	c=6 d=1.0437 t=5365
ji[ge ui[rl 	即使	c=1 d=1 t=6477
ji[gv rj[ph 	既然	c=1 d=1 t=3915
ji[gv wh[iv 	既往	c=1 d=1 t=33
ji[hz du[gy 	季度	c=1 d=1 t=10404
ji[jx hv[yw 	忌諱	c=1 d=1 t=1976
ji[mj 	機	c=10 d=1.03286 t=10295
ji[mj dr[le 	極端	c=2 d=1.00003 t=10801
ji[mj fh[hf 	機房	c=3 d=1 t=10447
ji[mj pb[kk 	極品	c=1 d=1 t=3380
ji[mj qi[kk 	機器	c=38 d=2.12769 t=10584
ji[mj xk[kt 	機型	c=2 d=1.1653 t=5110
ji[pn 	及	c=4 d=1.03956 t=10805
ji[pn ui[oc 	及時	c=1 d=1 t=2124
ji[pv 	幾	c=2 d=1.11707 t=2218
ji[pv ba[fb 	幾把	c=1 d=1 t=1799
ji[pv bd[ab 	幾百	c=0 d=0.1 t=6789
ji[pv bd[ab ci[dr 	幾百次	c=1 d=1 t=6790
ji[pv bd[ab wj[ap 	幾百萬	c=1 d=1 t=2779
ji[pv bm[zc 	幾遍	c=1 d=1 t=8449
ji[pv ci[dr 	幾次	c=4 d=1 t=10859
ji[pv ge[rl 	幾個	c=10 d=1 t=10475
ji[pv ge[rl yt[ka 	幾個月	c=1 d=1 t=10141
ji[pv pi[fb 	幾批	c=1 d=1 t=2897
ji[pv qm[pu kk[tg 	幾千塊	c=1 d=1 t=6951
ji[pv tm[ad 	幾天	c=10 d=1.00001 t=10774
ji[pv ui[al kk[tg 	幾十塊	c=1 d=1 t=8302
ji[qt bf[aa 	基本	c=4 d=1 t=6833
ji[qt bf[aa uh[la 	基本上	c=1 d=1 t=10339
ji[qt iu[ui 	基礎	c=1 d=1 t=3763
ji[qt yu[al 	基於	c=2 d=1 t=10158
ji[rm qy[yy 	集羣	c=8 d=1.00065 t=9881
ji[sj bp[kd 	級別	c=3 d=1 t=8850
ji[sr xn[ww 	績效	c=1 d=1 t=87
ji[sv xu[sd 	繼續	c=4 d=1 t=7015
ji[uk ye[ll jx[bu 	吉野家	c=2 d=1.92312 t=10099
ji[yj 	記	c=6 d=1.00001 t=10345
ji[yj co[jo 	記錯	c=1 d=1 t=1395
ji[yj de[ic 	記得	c=7 d=1.55523 t=8794
ji[yj lu[eu 	記錄	c=8 d=1.00961 t=10161
ji[yn dj[vi 	雞蛋	c=1 d=1 t=7576
ji[yn rz[nr 	雞肉	c=1 d=1 t=7561
ji[yu hx[gd 	計劃	c=4 d=1.46301 t=10564
ji[yu sr[vc 	計算	c=2 d=1.71177 t=4851
jk[dl 	淨	c=1 d=1 t=8411
jk[je xl[rn 	鏡像	c=31 d=4.19615 t=10043
jk[mo sv[gz 	精髓	c=1 d=1 t=2949
jk[sg 	經	c=3 d=1 t=9784
jk[sg ih[xj 	經常	c=3 d=1.00014 t=5328
jk[sg ji[dl ui[lj 	經濟師	c=0 d=0.1 t=7125
jk[sg ji[dl ui[lj hv[kk 	經濟師回	c=1 d=1 t=7126
jk[wx ds[ad 	京東	c=2 d=1.04438 t=8887
jk[wx ds[ad bd[po tn[wm 	京東白條	c=1 d=1 t=5028
jl[dc 	將	c=9 d=2.91848 t=9996
jl[dc jb[zj 	將近	c=1 d=1 t=1003
jl[dd li[il 	獎勵	c=1 d=1 t=2108
jl[dg 	江	c=1 d=1 t=3142
jl[el di[rd 	降低	c=6 d=2.68981 t=9060
jl[el ji[sj 	降級	c=1 d=1 t=5425
jl[el zc[km 	降噪	c=1 d=1 t=8372
jl[yj 	講	c=1 d=1 t=343
jl[yn 	薑	c=1 d=1 t=7956
jm[bn rs[bk 	兼容	c=2 d=1.00014 t=9151
jm[dk uc[xp 	減少	c=1 d=1 t=1742
jm[fa 	撿	c=1 d=1 t=951
jm[jz 	鍵	c=3 d=1.02774 t=8831
jm[jz pj[vm 	鍵盤	c=1 d=1 t=1856
jm[jz ww[rl 	鍵位	c=1 d=1 t=1859
jm[ke 	見	c=1 d=1 t=3207
jm[lm ks[fg 	監控	c=11 d=1.04673 t=5379
jm[lm ks[fg mm[aa bj[my 	監控面板	c=1 d=1 t=2635
jm[lm tk[kj 	監聽	c=1 d=1 t=3164
jm[ma ce[dd 	檢測	c=2 d=1 t=8632
jm[mo ge[el 	間隔	c=1 d=1 t=3217
jm[rn 	件	c=3 d=1.04117 t=6787
jm[rz kh[gn 	健康	c=1 d=1 t=7287
jm[vo dj[bl 	簡單	c=2 d=1 t=10147
jm[vo vi[uq 	簡直	c=3 d=1.74082 t=7361
jm[yg xb[lu 	艱辛	c=1 d=1 t=4019
jm[zy 	建	c=4 d=1 t=10557
jm[zy yi[yy 	建議	c=5 d=1.00352 t=10255
jn[dy du[gy 	角度	c=2 d=1.99005 t=10524
jn[ix 	較	c=3 d=1 t=7172
jn[ix da[un 	較大	c=1 d=1 t=5042
